currency,issue_date,doc_number,booking_class,fare_flag,fee_local,service_type,doc_type_ref,doc_type,service_date,origin,destination,flight_no,trans_code,doc_category,base_fare_usd,fee_usd,equipment_type
CCY-3,2025-12-05,1007359013257,Class 1,N,76.65,Service Type 3,Doc Type A,A,2025-12-26,KLC,VQR,FN-105,TYPE-C,DOC,13.65,2.19,Equip-3
CCY-2,2025-12-26,0259588855739,Class 4,N,122.5,Service Type 3,Doc Type A,A,2025-12-06,QFX,UMK,FN-133,TYPE-A,DOC,10.17,3.5,Equip-3
CCY-2,2025-12-22,6259914353959,Class 6,N,151.9,Service Type 5,Doc Type A,A,2025-12-27,PVS,FUG,FN-105,TYPE-D,DOC,14.61,4.34,Equip-1
CCY-1,2025-12-08,6798893736301,Class 6,Y,115.85,Service Type 4,Doc Type A,A,2025-12-30,KEE,LNR,FN-394,TYPE-B,DOC,11.59,3.31,Equip-2
CCY-1,2025-12-04,8448789052918,Class 5,N,111.3,Service Type 1,Doc Type A,A,2025-12-19,TDX,KHV,FN-101,TYPE-A,DOC,9.81,3.18,Equip-1
CCY-3,2025-12-30,8782573130220,Class 4,N,101.5,Service Type 2,Doc Type A,A,2025-12-30,NAB,MFP,FN-132,TYPE-C,DOC,14.2,2.9,Equip-1
CCY-3,2025-12-21,3340164785060,Class 4,Y,116.55,Service Type 4,Doc Type A,A,2025-12-03,SZV,MFP,FN-508,TYPE-D,DOC,2.98,3.33,Equip-2
CCY-1,2025-12-01,2146548193220,Class 7,Y,81.2,Service Type 3,Doc Type A,A,2025-12-06,GNP,NAB,FN-132,TYPE-A,DOC,13.82,2.32,Equip-1
CCY-1,2025-12-15,7987950470062,Class 3,N,156.8,Service Type 1,Doc Type A,A,2025-12-03,RZP,MFP,FN-394,TYPE-D,DOC,5.58,4.48,Equip-2
CCY-4,2025-12-22,4890923936044,Class 8,Y,96.95,Service Type 4,Doc Type A,A,2025-12-24,RZP,KSN,FN-101,TYPE-D,DOC,14.46,2.77,Equip-2
CCY-3,2025-12-16,9652739831125,Class 9,Y,76.3,Service Type 2,Doc Type A,A,2025-12-30,FUG,SUQ,FN-105,TYPE-D,DOC,6.31,2.18,Equip-1
CCY-2,2025-12-22,4445169613703,Class 5,Y,109.9,Service Type 5,Doc Type A,A,2025-12-22,YML,UBR,FN-118,TYPE-D,DOC,18.51,3.14,Equip-3
CCY-1,2025-12-11,0274393919165,Class 5,N,122.85,Service Type 5,Doc Type A,A,2025-12-09,NAB,JYN,FN-395,TYPE-A,DOC,9.25,3.51,Equip-2
CCY-3,2025-12-26,2795860725093,Class 4,Y,157.5,Service Type 1,Doc Type A,A,2025-12-05,QFX,FUG,FN-101,TYPE-D,DOC,7.93,4.5,Equip-3
CCY-2,2025-12-01,5384528134978,Class 6,N,88.55,Service Type 3,Doc Type A,A,2025-12-28,JKS,MFP,FN-117,TYPE-B,DOC,18.76,2.53,Equip-1
CCY-1,2025-12-07,8211862050255,Class 2,Y,13.3,Service Type 1,Doc Type A,A,2025-12-29,KLC,KSN,FN-508,TYPE-D,DOC,8.86,0.38,Equip-1
CCY-2,2025-12-26,6497707034562,Class 2,N,58.1,Service Type 3,Doc Type A,A,2025-12-11,RZP,TDX,FN-117,TYPE-D,DOC,4.59,1.66,Equip-2
CCY-1,2025-12-13,9195759419045,Class 5,Y,93.45,Service Type 4,Doc Type A,A,2025-12-11,QFX,SZV,FN-118,TYPE-D,DOC,12.68,2.67,Equip-3
CCY-2,2025-12-20,2409886661187,Class 1,Y,95.2,Service Type 4,Doc Type A,A,2025-12-09,SUQ,DPQ,FN-508,TYPE-A,DOC,5.27,2.72,Equip-1
CCY-1,2025-12-05,0315567752163,Class 6,Y,123.55,Service Type 3,Doc Type A,A,2025-12-24,UBR,KSN,FN-118,TYPE-C,DOC,14.53,3.53,Equip-2
CCY-4,2025-12-11,4788915593989,Class 8,N,100.45,Service Type 3,Doc Type A,A,2025-12-31,KEE,ZYR,FN-105,TYPE-C,DOC,2.5,2.87,Equip-1
CCY-1,2025-12-16,4221203736001,Class 5,N,136.5,Service Type 2,Doc Type A,A,2025-12-30,NAB,KHV,FN-119,TYPE-B,DOC,5.08,3.9,Equip-1
CCY-1,2025-12-25,4204179395384,Class 4,Y,73.5,Service Type 4,Doc Type A,A,2025-12-03,QFX,KUV,FN-395,TYPE-C,DOC,15.92,2.1,Equip-2
CCY-1,2025-12-08,5149033313936,Class 1,N,88.9,Service Type 4,Doc Type A,A,2025-12-05,UBR,KEE,FN-101,TYPE-D,DOC,8.17,2.54,Equip-1
CCY-4,2025-12-16,6238658263016,Class 2,Y,116.9,Service Type 2,Doc Type A,A,2025-12-02,KSN,PVS,FN-119,TYPE-D,DOC,0.74,3.34,Equip-3
CCY-2,2025-12-13,3405475515698,Class 4,Y,138.95,Service Type 2,Doc Type A,A,2025-12-20,KUV,UMK,FN-508,TYPE-A,DOC,10.64,3.97,Equip-3
CCY-1,2025-12-06,8091917701982,Class 8,N,83.3,Service Type 1,Doc Type A,A,2025-12-15,MFP,VQR,FN-508,TYPE-C,DOC,6.51,2.38,Equip-2
CCY-3,2025-12-31,8766121774441,Class 6,N,70.0,Service Type 3,Doc Type A,A,2025-12-15,LNR,GNP,FN-118,TYPE-B,DOC,4.47,2.0,Equip-2
CCY-2,2025-12-10,8132818012955,Class 9,N,140.0,Service Type 3,Doc Type A,A,2025-12-11,NAB,SZV,FN-394,TYPE-B,DOC,6.09,4.0,Equip-2
CCY-3,2025-12-02,7149131046527,Class 5,Y,109.2,Service Type 3,Doc Type A,A,2025-12-12,JKS,KLC,FN-133,TYPE-C,DOC,8.51,3.12,Equip-2
CCY-2,2025-12-03,2903826512947,Class 3,Y,60.55,Service Type 4,Doc Type A,A,2025-12-25,UMK,MFP,FN-119,TYPE-B,DOC,10.1,1.73,Equip-2
CCY-1,2025-12-20,5113912227615,Class 9,N,126.0,Service Type 2,Doc Type A,A,2025-12-12,FUG,TPX,FN-105,TYPE-A,DOC,11.16,3.6,Equip-3
CCY-4,2025-12-23,4223185831329,Class 8,N,133.35,Service Type 4,Doc Type A,A,2025-12-01,KUV,SZV,FN-119,TYPE-C,DOC,5.96,3.81,Equip-1
CCY-1,2025-12-24,8148543627481,Class 9,N,88.2,Service Type 2,Doc Type A,A,2025-12-04,RZP,ZYR,FN-394,TYPE-C,DOC,7.75,2.52,Equip-1
CCY-4,2025-12-10,2846851926175,Class 9,N,81.9,Service Type 5,Doc Type A,A,2025-12-05,MBT,LNR,FN-394,TYPE-C,DOC,14.65,2.34,Equip-1
CCY-1,2025-12-27,0391610281111,Class 8,Y,94.15,Service Type 3,Doc Type A,A,2025-12-01,HGV,RZP,FN-118,TYPE-D,DOC,12.19,2.69,Equip-3
CCY-4,2025-12-08,7480521702073,Class 8,Y,21.7,Service Type 1,Doc Type A,A,2025-12-14,TPX,HGV,FN-119,TYPE-A,DOC,12.65,0.62,Equip-2
CCY-3,2025-12-17,1077196767416,Class 7,Y,126.7,Service Type 4,Doc Type A,A,2025-12-09,QFX,MBT,FN-395,TYPE-C,DOC,2.85,3.62,Equip-3
CCY-3,2025-12-26,4424504988645,Class 4,N,73.15,Service Type 5,Doc Type A,A,2025-12-24,HGV,DPQ,FN-118,TYPE-C,DOC,17.19,2.09,Equip-1
CCY-3,2025-12-29,2766731552541,Class 8,Y,115.15,Service Type 2,Doc Type A,A,2025-12-03,JKS,UBR,FN-105,TYPE-B,DOC,10.78,3.29,Equip-2
CCY-4,2025-12-17,5063458569771,Class 1,N,33.95,Service Type 3,Doc Type A,A,2025-12-21,VQR,YML,FN-133,TYPE-B,DOC,15.47,0.97,Equip-2
CCY-3,2025-12-06,4235928870052,Class 6,Y,93.45,Service Type 2,Doc Type A,A,2025-12-13,KHV,JYN,FN-117,TYPE-D,DOC,7.57,2.67,Equip-1
CCY-4,2025-12-04,8211408487426,Class 2,N,192.5,Service Type 3,Doc Type A,A,2025-12-15,NAB,VQR,FN-105,TYPE-B,DOC,15.52,5.5,Equip-1
CCY-4,2025-12-31,2757332006119,Class 4,N,55.65,Service Type 5,Doc Type A,A,2025-12-20,KUV,SUQ,FN-132,TYPE-B,DOC,10.86,1.59,Equip-3
CCY-4,2025-12-25,4802335235845,Class 7,Y,151.2,Service Type 5,Doc Type A,A,2025-12-07,KHV,HGV,FN-395,TYPE-C,DOC,14.01,4.32,Equip-2
CCY-3,2025-12-19,1698155561396,Class 1,N,73.15,Service Type 4,Doc Type A,A,2025-12-21,FUG,ZYR,FN-132,TYPE-A,DOC,12.54,2.09,Equip-3
CCY-2,2025-12-09,2584658993335,Class 8,Y,128.1,Service Type 4,Doc Type A,A,2025-12-30,KEE,TDX,FN-133,TYPE-C,DOC,16.79,3.66,Equip-1
CCY-3,2025-12-19,9408477279728,Class 1,Y,118.3,Service Type 4,Doc Type A,A,2025-12-15,GNP,DPQ,FN-105,TYPE-C,DOC,6.87,3.38,Equip-1
CCY-3,2025-12-26,6408798173618,Class 9,N,146.3,Service Type 4,Doc Type A,A,2025-12-24,KEE,SZV,FN-132,TYPE-B,DOC,16.99,4.18,Equip-2
CCY-1,2025-12-13,4201180829548,Class 6,Y,92.4,Service Type 1,Doc Type A,A,2025-12-24,PVS,JKS,FN-105,TYPE-B,DOC,11.67,2.64,Equip-1
CCY-3,2025-12-19,4633381798427,Class 7,Y,62.65,Service Type 1,Doc Type A,A,2025-12-15,MFP,KHV,FN-394,TYPE-A,DOC,18.14,1.79,Equip-2
CCY-1,2025-12-23,5337019363998,Class 7,N,57.05,Service Type 1,Doc Type A,A,2025-12-29,RZP,TPX,FN-118,TYPE-B,DOC,14.19,1.63,Equip-2
CCY-2,2025-12-19,6905452190926,Class 8,Y,95.9,Service Type 2,Doc Type A,A,2025-12-31,UMK,UBR,FN-132,TYPE-C,DOC,17.33,2.74,Equip-1
CCY-4,2025-12-14,0830735460079,Class 8,N,122.15,Service Type 1,Doc Type A,A,2025-12-21,TDX,MFP,FN-394,TYPE-D,DOC,18.34,3.49,Equip-3
CCY-4,2025-12-09,4925593348869,Class 6,N,154.7,Service Type 4,Doc Type A,A,2025-12-18,PVS,KUV,FN-101,TYPE-A,DOC,5.88,4.42,Equip-1
CCY-4,2025-12-14,4653175959627,Class 5,Y,135.8,Service Type 2,Doc Type A,A,2025-12-08,JKS,KEE,FN-118,TYPE-A,DOC,19.76,3.88,Equip-1
CCY-2,2025-12-10,3703752696857,Class 6,Y,94.15,Service Type 5,Doc Type A,A,2025-12-03,VQR,KHV,FN-133,TYPE-A,DOC,8.19,2.69,Equip-1
CCY-4,2025-12-18,9332766163984,Class 9,Y,80.5,Service Type 1,Doc Type A,A,2025-12-15,RZP,UMK,FN-117,TYPE-B,DOC,12.73,2.3,Equip-2
CCY-3,2025-12-16,4815324606398,Class 2,Y,109.9,Service Type 5,Doc Type A,A,2025-12-11,YML,JKS,FN-132,TYPE-C,DOC,20.46,3.14,Equip-1
CCY-4,2025-12-01,9939600789493,Class 6,Y,116.9,Service Type 4,Doc Type A,A,2025-12-04,FUG,KUV,FN-394,TYPE-D,DOC,1.52,3.34,Equip-1
CCY-2,2025-12-02,7511348657968,Class 2,Y,102.55,Service Type 2,Doc Type A,A,2025-12-06,DRW,GNP,FN-101,TYPE-B,DOC,10.26,2.93,Equip-1
CCY-1,2025-12-16,3281595431246,Class 8,N,133.35,Service Type 1,Doc Type A,A,2025-12-23,UMK,KEE,FN-101,TYPE-C,DOC,10.16,3.81,Equip-1
CCY-4,2025-12-18,1411958736063,Class 5,Y,114.8,Service Type 3,Doc Type A,A,2025-12-26,TDX,JYN,FN-105,TYPE-B,DOC,17.6,3.28,Equip-1
CCY-4,2025-12-06,3953279182331,Class 7,N,103.6,Service Type 1,Doc Type A,A,2025-12-14,FUG,PVS,FN-117,TYPE-D,DOC,10.3,2.96,Equip-3
CCY-1,2025-12-22,7548144233521,Class 6,N,77.0,Service Type 1,Doc Type A,A,2025-12-05,KHV,VQR,FN-119,TYPE-B,DOC,12.1,2.2,Equip-2
CCY-4,2025-12-10,6879271855137,Class 1,Y,121.1,Service Type 3,Doc Type A,A,2025-12-23,MFP,SZV,FN-508,TYPE-D,DOC,14.89,3.46,Equip-3
CCY-1,2025-12-18,7841786793936,Class 4,N,149.1,Service Type 5,Doc Type A,A,2025-12-19,ZYR,SZV,FN-132,TYPE-D,DOC,19.7,4.26,Equip-1
CCY-1,2025-12-07,5210481146813,Class 9,Y,133.7,Service Type 2,Doc Type A,A,2025-12-03,KEE,QFX,FN-119,TYPE-D,DOC,8.57,3.82,Equip-1
CCY-2,2025-12-07,5249371041762,Class 9,N,129.5,Service Type 1,Doc Type A,A,2025-12-28,HGV,TDX,FN-101,TYPE-B,DOC,7.25,3.7,Equip-3
CCY-1,2025-12-14,4040397621188,Class 1,N,69.3,Service Type 5,Doc Type A,A,2025-12-02,KEE,MFP,FN-118,TYPE-B,DOC,9.42,1.98,Equip-3
CCY-1,2025-12-10,8219912062441,Class 9,N,11.55,Service Type 1,Doc Type A,A,2025-12-03,MBT,KSN,FN-133,TYPE-D,DOC,13.4,0.33,Equip-3
CCY-1,2025-12-11,0995756811343,Class 2,N,98.7,Service Type 2,Doc Type A,A,2025-12-27,TDX,HGV,FN-117,TYPE-B,DOC,3.25,2.82,Equip-1
CCY-2,2025-12-20,2822359634726,Class 3,N,92.05,Service Type 4,Doc Type A,A,2025-12-04,UMK,MBT,FN-508,TYPE-B,DOC,12.41,2.63,Equip-3
CCY-3,2025-12-29,2773087240364,Class 9,Y,76.3,Service Type 1,Doc Type A,A,2025-12-29,YML,UBR,FN-117,TYPE-C,DOC,4.1,2.18,Equip-3
CCY-4,2025-12-23,4676517277532,Class 2,Y,125.3,Service Type 2,Doc Type A,A,2025-12-21,TDX,KEE,FN-133,TYPE-C,DOC,13.96,3.58,Equip-3
CCY-3,2025-12-09,1493001590382,Class 5,Y,145.6,Service Type 2,Doc Type A,A,2025-12-02,NAB,UBR,FN-508,TYPE-B,DOC,11.92,4.16,Equip-1
CCY-2,2025-12-26,4364456630906,Class 7,N,78.75,Service Type 5,Doc Type A,A,2025-12-02,HGV,GNP,FN-118,TYPE-C,DOC,13.99,2.25,Equip-1
CCY-3,2025-12-10,6515717923002,Class 9,Y,56.0,Service Type 3,Doc Type A,A,2025-12-19,KLC,UBR,FN-117,TYPE-C,DOC,10.6,1.6,Equip-2
CCY-1,2025-12-16,4298280379440,Class 1,Y,143.85,Service Type 1,Doc Type A,A,2025-12-01,NAB,KUV,FN-132,TYPE-D,DOC,11.46,4.11,Equip-3
CCY-4,2025-12-20,0364964422169,Class 7,Y,154.0,Service Type 5,Doc Type A,A,2025-12-14,MBT,LNR,FN-508,TYPE-D,DOC,15.43,4.4,Equip-3
CCY-2,2025-12-27,4859635722315,Class 3,N,152.25,Service Type 1,Doc Type A,A,2025-12-12,MFP,ZYR,FN-394,TYPE-C,DOC,10.49,4.35,Equip-3
CCY-4,2025-12-11,8100154475124,Class 6,N,156.45,Service Type 2,Doc Type A,A,2025-12-16,KSN,NAB,FN-508,TYPE-C,DOC,11.03,4.47,Equip-3
CCY-1,2025-12-05,0328707896178,Class 4,Y,129.85,Service Type 2,Doc Type A,A,2025-12-12,DPQ,FUG,FN-101,TYPE-A,DOC,11.89,3.71,Equip-2
CCY-3,2025-12-15,3222232601754,Class 3,N,98.35,Service Type 5,Doc Type A,A,2025-12-31,SUQ,DPQ,FN-395,TYPE-B,DOC,19.38,2.81,Equip-1
CCY-1,2025-12-05,4234839061845,Class 7,N,150.15,Service Type 2,Doc Type A,A,2025-12-15,FUG,RZP,FN-395,TYPE-C,DOC,13.09,4.29,Equip-2
CCY-2,2025-12-23,3948477146733,Class 1,Y,58.8,Service Type 1,Doc Type A,A,2025-12-08,DRW,KEE,FN-394,TYPE-A,DOC,11.33,1.68,Equip-1
CCY-2,2025-12-16,4031694743418,Class 9,Y,88.55,Service Type 3,Doc Type A,A,2025-12-28,GNP,DRW,FN-394,TYPE-D,DOC,22.72,2.53,Equip-3
CCY-3,2025-12-03,5021864598219,Class 5,Y,145.6,Service Type 3,Doc Type A,A,2025-12-03,KUV,SZV,FN-394,TYPE-D,DOC,12.79,4.16,Equip-1
CCY-1,2025-12-18,9085403032535,Class 6,N,69.65,Service Type 5,Doc Type A,A,2025-12-20,GNP,UBR,FN-132,TYPE-B,DOC,8.96,1.99,Equip-3
CCY-1,2025-12-25,5600642092259,Class 8,Y,42.35,Service Type 5,Doc Type A,A,2025-12-27,ZYR,JKS,FN-133,TYPE-D,DOC,13.27,1.21,Equip-1
CCY-1,2025-12-02,6011303223235,Class 5,Y,113.75,Service Type 2,Doc Type A,A,2025-12-23,ZYR,MFP,FN-394,TYPE-C,DOC,10.56,3.25,Equip-2
CCY-4,2025-12-23,5602674121638,Class 3,N,51.1,Service Type 3,Doc Type A,A,2025-12-19,DRW,DPQ,FN-133,TYPE-B,DOC,10.65,1.46,Equip-1
CCY-4,2025-12-05,4843960996079,Class 4,Y,108.5,Service Type 1,Doc Type A,A,2025-12-12,JYN,RZP,FN-105,TYPE-C,DOC,19.97,3.1,Equip-3
CCY-4,2025-12-03,0816535985153,Class 3,Y,95.9,Service Type 5,Doc Type A,A,2025-12-06,KEE,SUQ,FN-395,TYPE-B,DOC,19.16,2.74,Equip-3
CCY-3,2025-12-05,4950152800648,Class 7,Y,114.45,Service Type 3,Doc Type A,A,2025-12-15,PVS,JYN,FN-394,TYPE-B,DOC,7.6,3.27,Equip-3
CCY-4,2025-12-23,9649289638999,Class 7,Y,63.7,Service Type 1,Doc Type A,A,2025-12-06,JKS,UMK,FN-133,TYPE-D,DOC,10.92,1.82,Equip-3
CCY-2,2025-12-27,0054764249442,Class 9,Y,83.3,Service Type 5,Doc Type A,A,2025-12-03,SUQ,RZP,FN-395,TYPE-B,DOC,19.35,2.38,Equip-1
CCY-1,2025-12-27,2669178272972,Class 2,Y,151.55,Service Type 4,Doc Type A,A,2025-12-20,NAB,PVS,FN-101,TYPE-D,DOC,2.8,4.33,Equip-2
CCY-2,2025-12-19,6316501240403,Class 5,Y,83.65,Service Type 4,Doc Type A,A,2025-12-14,KEE,JKS,FN-101,TYPE-D,DOC,9.48,2.39,Equip-1
CCY-4,2025-12-16,9386404704208,Class 7,N,165.9,Service Type 3,Doc Type A,A,2025-12-16,DRW,LNR,FN-395,TYPE-D,DOC,3.17,4.74,Equip-1
CCY-3,2025-12-08,0122694153543,Class 2,N,107.1,Service Type 1,Doc Type A,A,2025-12-21,PVS,KHV,FN-132,TYPE-A,DOC,5.55,3.06,Equip-3
CCY-2,2025-12-29,2162593224084,Class 1,N,119.7,Service Type 3,Doc Type A,A,2025-12-19,VQR,DPQ,FN-119,TYPE-B,DOC,16.56,3.42,Equip-2
CCY-2,2025-12-29,3252874402913,Class 4,Y,45.5,Service Type 2,Doc Type A,A,2025-12-16,KSN,UBR,FN-133,TYPE-A,DOC,11.7,1.3,Equip-1
CCY-1,2025-12-19,1658064385512,Class 9,N,111.65,Service Type 4,Doc Type A,A,2025-12-23,MBT,JKS,FN-119,TYPE-A,DOC,7.95,3.19,Equip-3
CCY-3,2025-12-17,3097690463507,Class 8,Y,112.0,Service Type 1,Doc Type A,A,2025-12-18,HGV,KEE,FN-395,TYPE-C,DOC,8.06,3.2,Equip-3
CCY-4,2025-12-15,5335940953324,Class 4,Y,138.6,Service Type 3,Doc Type A,A,2025-12-28,JYN,SZV,FN-101,TYPE-D,DOC,15.41,3.96,Equip-3
CCY-3,2025-12-28,4338902547127,Class 9,Y,182.0,Service Type 4,Doc Type A,A,2025-12-13,KUV,GNP,FN-118,TYPE-C,DOC,5.87,5.2,Equip-3
CCY-4,2025-12-26,7868926855127,Class 1,Y,105.0,Service Type 1,Doc Type A,A,2025-12-17,PVS,TPX,FN-119,TYPE-D,DOC,15.84,3.0,Equip-1
CCY-4,2025-12-01,5545651541423,Class 9,N,187.95,Service Type 1,Doc Type A,A,2025-12-10,KLC,JYN,FN-132,TYPE-A,DOC,17.45,5.37,Equip-3
CCY-2,2025-12-21,8225814010119,Class 1,N,96.95,Service Type 1,Doc Type A,A,2025-12-22,TDX,YML,FN-118,TYPE-C,DOC,4.81,2.77,Equip-3
CCY-1,2025-12-14,4580810635519,Class 8,Y,111.65,Service Type 4,Doc Type A,A,2025-12-07,JKS,HGV,FN-118,TYPE-C,DOC,0.11,3.19,Equip-2
CCY-3,2025-12-27,8247682584597,Class 3,Y,103.6,Service Type 1,Doc Type A,A,2025-12-12,NAB,UBR,FN-101,TYPE-A,DOC,13.83,2.96,Equip-3
CCY-1,2025-12-01,2684967776192,Class 1,Y,33.25,Service Type 5,Doc Type A,A,2025-12-27,KSN,KLC,FN-394,TYPE-D,DOC,8.73,0.95,Equip-1
CCY-3,2025-12-27,5794319366711,Class 7,Y,156.1,Service Type 3,Doc Type A,A,2025-12-07,ZYR,NAB,FN-132,TYPE-B,DOC,13.87,4.46,Equip-1
CCY-2,2025-12-25,8629187937593,Class 8,Y,120.4,Service Type 4,Doc Type A,A,2025-12-12,RZP,DPQ,FN-105,TYPE-B,DOC,9.04,3.44,Equip-1
CCY-3,2025-12-17,6207138947785,Class 5,Y,121.1,Service Type 4,Doc Type A,A,2025-12-19,KUV,SZV,FN-118,TYPE-C,DOC,4.16,3.46,Equip-1
CCY-3,2025-12-03,1236462850696,Class 8,Y,78.4,Service Type 1,Doc Type A,A,2025-12-13,RZP,DRW,FN-118,TYPE-D,DOC,10.03,2.24,Equip-2
CCY-3,2025-12-12,0375016055704,Class 8,N,91.35,Service Type 1,Doc Type A,A,2025-12-30,KEE,KHV,FN-117,TYPE-B,DOC,8.2,2.61,Equip-2
CCY-4,2025-12-23,3576856429653,Class 1,N,59.15,Service Type 3,Doc Type A,A,2025-12-16,SUQ,JKS,FN-105,TYPE-D,DOC,13.91,1.69,Equip-3
CCY-3,2025-12-29,1686744899615,Class 2,N,103.6,Service Type 1,Doc Type A,A,2025-12-01,ZYR,MFP,FN-395,TYPE-A,DOC,10.01,2.96,Equip-2
CCY-3,2025-12-24,8351006707603,Class 5,N,168.0,Service Type 2,Doc Type A,A,2025-12-01,TDX,DRW,FN-101,TYPE-D,DOC,6.5,4.8,Equip-3
CCY-1,2025-12-12,2742128133094,Class 4,Y,81.55,Service Type 1,Doc Type A,A,2025-12-25,DRW,UMK,FN-395,TYPE-A,DOC,7.73,2.33,Equip-3
CCY-3,2025-12-25,3741260026745,Class 9,N,168.0,Service Type 1,Doc Type A,A,2025-12-27,LNR,SZV,FN-395,TYPE-C,DOC,7.11,4.8,Equip-1
CCY-4,2025-12-05,4887820282536,Class 6,N,72.1,Service Type 2,Doc Type A,A,2025-12-05,KUV,KEE,FN-101,TYPE-C,DOC,14.76,2.06,Equip-1
CCY-3,2025-12-28,8030251571619,Class 6,N,112.0,Service Type 4,Doc Type A,A,2025-12-15,MFP,VQR,FN-117,TYPE-B,DOC,17.53,3.2,Equip-3
CCY-3,2025-12-31,4185071138351,Class 5,N,93.1,Service Type 2,Doc Type A,A,2025-12-12,KEE,KUV,FN-118,TYPE-D,DOC,13.29,2.66,Equip-2
CCY-3,2025-12-18,8547620693486,Class 8,Y,116.9,Service Type 4,Doc Type A,A,2025-12-01,PVS,VQR,FN-117,TYPE-A,DOC,8.25,3.34,Equip-3
CCY-4,2025-12-26,1743264172255,Class 2,N,168.7,Service Type 3,Doc Type A,A,2025-12-18,RZP,LNR,FN-395,TYPE-C,DOC,9.27,4.82,Equip-1
CCY-2,2025-12-19,9909101026390,Class 1,Y,158.9,Service Type 5,Doc Type A,A,2025-12-19,YML,VQR,FN-101,TYPE-D,DOC,5.65,4.54,Equip-3
CCY-3,2025-12-18,8340390607718,Class 8,Y,115.5,Service Type 5,Doc Type A,A,2025-12-16,JYN,MBT,FN-101,TYPE-B,DOC,11.44,3.3,Equip-2
CCY-3,2025-12-18,8202446943974,Class 3,Y,82.95,Service Type 3,Doc Type A,A,2025-12-16,NAB,FUG,FN-394,TYPE-B,DOC,16.17,2.37,Equip-1
CCY-2,2025-12-04,4538233213019,Class 4,N,10.15,Service Type 5,Doc Type A,A,2025-12-25,TDX,SZV,FN-117,TYPE-B,DOC,16.32,0.29,Equip-2
CCY-2,2025-12-11,6119436147562,Class 8,Y,72.8,Service Type 2,Doc Type A,A,2025-12-12,ZYR,JKS,FN-132,TYPE-B,DOC,8.4,2.08,Equip-1
CCY-3,2025-12-10,4690488356347,Class 2,N,97.65,Service Type 5,Doc Type A,A,2025-12-21,VQR,SZV,FN-395,TYPE-A,DOC,5.73,2.79,Equip-1
CCY-4,2025-12-15,1086965406500,Class 3,Y,129.5,Service Type 3,Doc Type A,A,2025-12-13,SZV,DPQ,FN-118,TYPE-A,DOC,13.93,3.7,Equip-2
CCY-4,2025-12-15,1421054351371,Class 9,Y,81.55,Service Type 3,Doc Type A,A,2025-12-29,KUV,FUG,FN-508,TYPE-D,DOC,13.2,2.33,Equip-3
CCY-2,2025-12-20,1080778585991,Class 3,Y,109.2,Service Type 1,Doc Type A,A,2025-12-25,MBT,QFX,FN-394,TYPE-D,DOC,13.85,3.12,Equip-3
CCY-1,2025-12-30,3834786264616,Class 2,N,132.3,Service Type 1,Doc Type A,A,2025-12-03,DPQ,UBR,FN-395,TYPE-D,DOC,16.68,3.78,Equip-1
CCY-2,2025-12-11,0907861140767,Class 1,Y,73.5,Service Type 3,Doc Type A,A,2025-12-31,NAB,KEE,FN-394,TYPE-A,DOC,12.15,2.1,Equip-1
CCY-4,2025-12-07,7464622507476,Class 3,Y,85.75,Service Type 5,Doc Type A,A,2025-12-18,GNP,QFX,FN-508,TYPE-B,DOC,8.74,2.45,Equip-3
CCY-2,2025-12-24,5930168497071,Class 3,N,114.45,Service Type 4,Doc Type A,A,2025-12-11,VQR,SUQ,FN-105,TYPE-A,DOC,10.42,3.27,Equip-2
CCY-3,2025-12-28,0342875673110,Class 2,N,103.25,Service Type 4,Doc Type A,A,2025-12-13,KSN,UMK,FN-101,TYPE-B,DOC,15.58,2.95,Equip-2
CCY-2,2025-12-14,1540985691039,Class 4,N,109.9,Service Type 5,Doc Type A,A,2025-12-04,RZP,KSN,FN-101,TYPE-A,DOC,12.08,3.14,Equip-1
CCY-3,2025-12-07,9317422165981,Class 2,N,72.45,Service Type 4,Doc Type A,A,2025-12-25,DRW,TDX,FN-508,TYPE-A,DOC,9.42,2.07,Equip-1
CCY-4,2025-12-22,8953792806396,Class 9,Y,80.5,Service Type 3,Doc Type A,A,2025-12-17,KLC,DPQ,FN-105,TYPE-D,DOC,3.22,2.3,Equip-3
CCY-4,2025-12-04,3115825084342,Class 2,Y,80.5,Service Type 2,Doc Type A,A,2025-12-04,SZV,JKS,FN-395,TYPE-B,DOC,14.37,2.3,Equip-3
CCY-2,2025-12-19,1454705433212,Class 6,N,121.45,Service Type 3,Doc Type A,A,2025-12-07,GNP,SUQ,FN-117,TYPE-C,DOC,10.81,3.47,Equip-2
CCY-2,2025-12-06,0781050898940,Class 9,Y,67.2,Service Type 4,Doc Type A,A,2025-12-21,KHV,DRW,FN-394,TYPE-B,DOC,14.6,1.92,Equip-1
CCY-4,2025-12-19,3510738515343,Class 6,N,144.55,Service Type 4,Doc Type A,A,2025-12-29,KUV,DRW,FN-508,TYPE-C,DOC,16.99,4.13,Equip-1
CCY-1,2025-12-29,9461745563780,Class 2,N,76.3,Service Type 1,Doc Type A,A,2025-12-23,PVS,TDX,FN-132,TYPE-A,DOC,6.35,2.18,Equip-1
CCY-1,2025-12-01,6340961299262,Class 4,N,99.75,Service Type 1,Doc Type A,A,2025-12-18,MFP,SZV,FN-105,TYPE-C,DOC,17.96,2.85,Equip-2
