carrier_code,service_date,area_type,flight_no,flight_detail,route_detail,route_code,doc_number,special_type,route_ref,booking_class,trans_code,tour_code,agent_code,payment_method,issue_date,revenue_category,currency,fare_flag,base_fare_local,surcharge,surcharge_local,tax,tax_local,commission,commission_local,total_fare,total_fare_local,remark,origin_station,total_local_curr,mileage,booking_ref,fare_basis_code,base_fare_usd,surcharge_usd,tax_usd,commission_usd,total_fare_usd
XA,2025-12-22,DOM,FN-105,XAFN-133,YMLKLC,YML-KLC,5915201777490,Category D,YML-KLC,Class 8,TYPE-A,,Agent C2,Payment C,2025-12-31,Category D,CCY-1,N,187.72,71.85,58.23,20.64,16.73,10.28,8.33,313.86,254.35,,YML,254.35,4862,E52K20,Basis-003,5.36,1.66,0.48,0.24,7.27
XA,2025-12-13,INT,FN-105,XAFN-101,FUGTPX,FUG-TPX,3266421476492,Category D,FUG-TPX,Class 5,TYPE-A,,Agent B1,Payment C,2025-11-13,Category D,CCY-2,N,277.45,20.15,22.33,4.56,5.05,3.0,3.33,272.03,301.5,,FUG,301.5,3379,RUP13W,Basis-002/BG,7.93,0.64,0.14,0.1,8.61
XA,2025-12-21,INT,FN-117,XAFN-394,FUGZYR,FUG-ZYR,8814761742243,,FUG-ZYR,Class 9,TYPE-C,,Agent C1,Payment A,2025-12-06,Category A,CCY-3,Y,139.94,28.81,30.84,14.45,15.47,6.36,6.81,167.61,179.44,,FUG,179.44,4405,DPDXUJ,Basis-002,4.0,0.88,0.44,0.19,5.13
XA,2025-12-26,DOM,FN-117,XAFN-133,KLCUMK,KLC-UMK,0164597794523,Category C,KLC-UMK,Class 1,TYPE-A,,Agent C2,Payment C,2025-11-17,Category A,CCY-1,N,14.6,53.74,52.94,9.35,9.21,0.55,0.54,77.36,76.21,,KLC,76.21,4577,AOAXQO,Basis-003,0.42,1.51,0.26,0.02,2.18
XA,2025-12-05,INT,FN-101,XAFN-119,QFXSUQ,QFX-SUQ,1030372368314,,QFX-SUQ,Class 6,TYPE-B,,Agent B2,Payment B,2025-11-02,Category A,CCY-4,Y,115.85,17.75,14.82,2.07,1.73,5.58,4.66,152.97,127.74,,QFX,127.74,1448,0QRAQI,Basis-002,3.31,0.42,0.05,0.13,3.65
XA,2025-12-14,INT,FN-394,XAFN-508,KEERZP,KEE-RZP,9840767899730,,KEE-RZP,Class 1,TYPE-D,,Agent C1,Payment B,2025-12-06,Category A,CCY-1,N,215.85,28.66,31.1,3.27,3.55,6.27,6.8,224.56,243.7,,KEE,243.7,3617,6EWXQP,Basis-001/BG,6.17,0.89,0.1,0.19,6.96
XA,2025-12-19,INT,FN-132,XAFN-508,PVSVQR,PVS-VQR,7246657293417,Category C,PVS-VQR,Class 8,TYPE-B,,Agent A2,Payment A,2025-12-09,Category D,CCY-3,Y,46.39,24.88,24.96,18.29,18.35,1.02,1.02,88.41,88.68,,PVS,88.68,3607,7RIU9M,Basis-002,1.33,0.71,0.52,0.03,2.53
XA,2025-12-04,INT,FN-508,XAFN-119,NABGNP,NAB-GNP,1837455084289,,NAB-GNP,Class 3,TYPE-A,,Agent B2,Payment B,2025-12-24,Category A,CCY-1,Y,129.23,7.97,7.45,9.38,8.77,5.57,5.21,149.97,140.24,,NAB,140.24,1034,3BDW56,Basis-001/BG,3.69,0.21,0.25,0.15,4.01
XA,2025-12-21,INT,FN-132,XAFN-132,PVSHGV,PVS-HGV,2137603754821,Category D,PVS-HGV,Class 9,TYPE-C,,Agent C2,Payment B,2025-11-24,Category B,CCY-4,Y,128.18,12.44,10.45,11.59,9.73,5.59,4.69,171.09,143.67,,PVS,143.67,4538,PI2OOQ,Basis-003,3.66,0.3,0.28,0.13,4.1
XA,2025-12-03,INT,FN-105,XAFN-132,KEEHGV,KEE-HGV,5626060290846,,KEE-HGV,Class 3,TYPE-C,,Agent C2,Payment C,2025-11-21,Category C,CCY-1,Y,131.53,40.16,40.44,19.11,19.24,4.69,4.72,185.2,186.49,,KEE,186.49,2491,6VFOX5,Basis-003,3.76,1.16,0.55,0.13,5.33
XA,2025-12-18,INT,FN-132,XAFN-133,PVSRZP,PVS-RZP,2884318848520,,PVS-RZP,Class 7,TYPE-C,,Agent A2,Payment B,2025-12-17,Category D,CCY-2,Y,240.13,31.15,25.97,5.36,4.47,12.69,10.58,311.85,259.99,,PVS,259.99,691,4JSE17,Basis-002/BG,6.86,0.74,0.13,0.3,7.43
XA,2025-12-24,INT,FN-508,XAFN-508,TDXMFP,TDX-MFP,8935449268315,Category C,TDX-MFP,Class 1,TYPE-C,,Agent B2,Payment A,2025-11-10,Category D,CCY-4,N,355.87,34.54,30.89,11.26,10.07,6.74,6.03,436.92,390.8,,TDX,390.8,871,DPEHCY,Basis-002/BG,10.17,0.88,0.29,0.17,11.17
XA,2025-12-31,INT,FN-394,XAFN-133,UBRMBT,UBR-MBT,2282772881377,,UBR-MBT,Class 8,TYPE-B,,Agent C1,Payment B,2025-12-29,Category A,CCY-4,N,148.07,30.65,32.97,8.63,9.28,6.86,7.38,170.08,182.94,,UBR,182.94,1103,EUBFN9,Basis-002,4.23,0.94,0.27,0.21,5.23
XA,2025-12-30,INT,FN-118,XAFN-118,JYNZYR,JYN-ZYR,3270185106794,,JYN-ZYR,Class 3,TYPE-C,,Agent B2,Payment B,2025-12-24,Category B,CCY-2,Y,104.11,22.5,21.8,10.16,9.84,4.21,4.08,135.92,131.67,,JYN,131.67,4335,W1YF0D,Basis-003,2.97,0.62,0.28,0.12,3.76
XA,2025-12-29,INT,FN-394,XAFN-118,DRWVQR,DRW-VQR,1209481813989,,DRW-VQR,Class 7,TYPE-B,,Agent B2,Payment C,2025-12-28,Category A,CCY-3,Y,106.53,16.32,19.31,8.9,10.53,2.43,2.88,112.82,133.49,,DRW,133.49,4556,GA2IZ5,Basis-002/BG,3.04,0.55,0.3,0.08,3.81
XA,2025-12-30,DOM,FN-101,XAFN-132,KLCUMK,KLC-UMK,6260856411182,Category D,KLC-UMK,Class 6,TYPE-B,,Agent A2,Payment B,2025-12-20,Category A,CCY-4,Y,129.6,52.74,52.56,3.26,3.25,3.83,3.82,182.21,181.59,,KLC,181.59,2713,8YC8GZ,Basis-002,3.7,1.5,0.09,0.11,5.19
XA,2025-12-31,INT,FN-105,XAFN-101,FUGRZP,FUG-RZP,3399378861405,,FUG-RZP,Class 3,TYPE-D,,Agent A1,Payment B,2025-11-02,Category D,CCY-4,Y,237.32,53.91,48.69,0.41,0.37,11.74,10.6,305.35,275.78,,FUG,275.78,352,J8YIT2,Basis-002,6.78,1.39,0.01,0.3,7.88
XA,2025-12-18,INT,FN-117,XAFN-119,JYNLNR,JYN-LNR,8687007942007,Category D,JYN-LNR,Class 9,TYPE-C,,Agent C2,Payment B,2025-11-23,Category B,CCY-2,N,122.58,28.51,24.43,3.45,2.96,5.6,4.8,169.4,145.17,,JYN,145.17,572,FTCDZ3,Basis-003,3.5,0.7,0.08,0.14,4.15
XA,2025-12-21,INT,FN-118,XAFN-394,DRWVQR,DRW-VQR,4355379502097,,DRW-VQR,Class 9,TYPE-A,,Agent C2,Payment A,2025-11-27,Category D,CCY-3,N,87.77,11.32,13.34,15.92,18.76,3.29,3.88,98.45,115.99,,DRW,115.99,4608,C5XT63,Basis-002/BG,2.51,0.38,0.54,0.11,3.31
XA,2025-12-23,DOM,FN-101,XAFN-105,JKSDRW,JKS-DRW,7537030453194,Category C,JKS-DRW,Class 6,TYPE-B,,Agent B2,Payment B,2025-11-03,Category C,CCY-4,N,224.85,44.32,49.07,12.29,13.61,1.8,1.99,257.9,285.54,,JKS,285.54,1912,A9WDJS,Basis-001/BG,6.42,1.4,0.39,0.06,8.16
XA,2025-12-05,DOM,FN-118,XAFN-508,NABPVS,NAB-PVS,3843089487060,Category D,NAB-PVS,Class 3,TYPE-D,,Agent B2,Payment B,2025-11-08,Category D,CCY-1,N,59.68,20.15,22.13,11.33,12.45,1.6,1.76,84.21,92.5,,NAB,92.5,3161,SBZB7T,Basis-002,1.71,0.63,0.36,0.05,2.64
XA,2025-12-24,DOM,FN-119,XAFN-133,DRWYML,DRW-YML,1332541107609,Category D,DRW-YML,Class 6,TYPE-C,,Agent A2,Payment A,2025-12-01,Category B,CCY-1,N,52.23,36.23,40.69,7.84,8.8,2.05,2.3,88.53,99.42,,DRW,99.42,645,3SICVP,Basis-001,1.49,1.16,0.25,0.07,2.84
XA,2025-12-29,INT,FN-105,XAFN-117,TDXLNR,TDX-LNR,0704961108046,,TDX-LNR,Class 2,TYPE-A,,Agent C1,Payment B,2025-11-15,Category A,CCY-1,N,120.01,42.76,40.66,12.85,12.22,5.78,5.5,176.02,167.39,,TDX,167.39,3345,QPWDXY,Basis-001,3.43,1.16,0.35,0.16,4.78
XA,2025-12-03,INT,FN-508,XAFN-119,UMKRZP,UMK-RZP,9284567972320,,UMK-RZP,Class 4,TYPE-B,,Agent B1,Payment C,2025-11-28,Category C,CCY-1,N,121.12,45.65,47.39,4.42,4.59,0.6,0.62,166.15,172.48,,UMK,172.48,4981,51FLMN,Basis-001,3.46,1.35,0.13,0.02,4.93
XA,2025-12-07,DOM,FN-119,XAFN-105,KEEYML,KEE-YML,5377959959465,Category C,KEE-YML,Class 9,TYPE-A,,Agent B2,Payment A,2025-12-02,Category B,CCY-1,Y,199.27,44.3,38.9,9.62,8.45,4.79,4.21,276.04,242.41,,KEE,242.41,2027,YQHR13,Basis-002/BG,5.69,1.11,0.24,0.12,6.93
XA,2025-12-18,DOM,FN-105,XAFN-117,DRWKSN,DRW-KSN,4739500334234,Category C,DRW-KSN,Class 1,TYPE-C,,Agent C1,Payment A,2025-11-12,Category B,CCY-3,Y,176.09,11.91,11.23,15.5,14.62,0.1,0.09,214.02,201.85,,DRW,201.85,1642,46AYN2,Basis-001,5.03,0.32,0.42,0.0,5.77
XA,2025-12-06,INT,FN-395,XAFN-508,YMLMBT,YML-MBT,6112233865596,Category C,YML-MBT,Class 8,TYPE-A,,Agent C1,Payment C,2025-11-13,Category C,CCY-2,Y,135.21,23.35,22.16,16.07,15.25,2.63,2.5,179.27,170.12,,YML,170.12,2884,IWKESV,Basis-002/BG,3.86,0.63,0.44,0.07,4.86
XA,2025-12-29,DOM,FN-395,XAFN-132,PVSFUG,PVS-FUG,7872558777496,,PVS-FUG,Class 8,TYPE-B,,Agent A2,Payment A,2025-11-29,Category B,CCY-1,N,93.65,9.29,8.87,2.32,2.22,0.82,0.78,108.83,103.96,,PVS,103.96,1990,L5U7NT,Basis-001/BG,2.68,0.25,0.06,0.02,2.97
XA,2025-12-17,DOM,FN-508,XAFN-132,QFXJYN,QFX-JYN,6776657546027,Category C,QFX-JYN,Class 9,TYPE-C,,Agent C2,Payment A,2025-11-23,Category A,CCY-3,N,198.48,13.22,10.79,22.99,18.77,2.79,2.28,276.51,225.76,,QFX,225.76,4310,SX27DC,Basis-001,5.67,0.31,0.54,0.07,6.45
XA,2025-12-22,DOM,FN-118,XAFN-119,JKSYML,JKS-YML,9284044566907,Category C,JKS-YML,Class 6,TYPE-D,,Agent A2,Payment A,2025-12-17,Category B,CCY-3,N,16.55,49.24,55.45,9.82,11.06,0.22,0.25,73.53,82.81,,JKS,82.81,2114,S210Q2,Basis-002,0.47,1.58,0.32,0.01,2.37
XA,2025-12-01,DOM,FN-132,XAFN-117,DRWKLC,DRW-KLC,9240755366684,Category D,DRW-KLC,Class 7,TYPE-A,,Agent C1,Payment A,2025-12-30,Category B,CCY-2,Y,142.26,19.13,21.83,10.52,12.0,2.73,3.12,151.57,172.97,,DRW,172.97,2905,U26UON,Basis-002/BG,4.06,0.62,0.34,0.09,4.94
XA,2025-12-15,DOM,FN-118,XAFN-105,UMKDRW,UMK-DRW,2182097023164,Category C,UMK-DRW,Class 4,TYPE-B,,Agent B1,Payment C,2025-12-04,Category A,CCY-4,N,146.99,45.29,46.55,10.28,10.57,0.78,0.8,197.81,203.31,,UMK,203.31,670,NAL6O9,Basis-001/BG,4.2,1.33,0.3,0.02,5.81
XA,2025-12-05,INT,FN-119,XAFN-118,JYNMFP,JYN-MFP,6729949387430,Category C,JYN-MFP,Class 2,TYPE-D,,Agent A1,Payment B,2025-12-09,Category B,CCY-4,N,162.02,21.42,24.55,8.48,9.72,6.75,7.74,164.49,188.55,,JYN,188.55,4863,5QU0K5,Basis-002/BG,4.63,0.7,0.28,0.22,5.39
XA,2025-12-06,INT,FN-133,XAFN-119,PVSSZV,PVS-SZV,2967629160324,Category D,PVS-SZV,Class 5,TYPE-A,,Agent C2,Payment C,2025-12-17,Category B,CCY-4,N,174.62,3.87,4.35,2.9,3.26,4.76,5.35,157.37,176.88,,PVS,176.88,3569,9T9CD1,Basis-002,4.99,0.12,0.09,0.15,5.05
XA,2025-12-03,INT,FN-394,XAFN-133,JYNGNP,JYN-GNP,5636004125777,,JYN-GNP,Class 5,TYPE-A,,Agent C1,Payment C,2025-11-16,Category D,CCY-2,Y,209.46,33.06,32.56,9.22,9.08,5.38,5.3,249.58,245.8,,JYN,245.8,4056,34GADK,Basis-003,5.98,0.93,0.26,0.15,7.02
XA,2025-12-07,INT,FN-101,XAFN-395,KSNLNR,KSN-LNR,3708164709006,Category C,KSN-LNR,Class 1,TYPE-B,,Agent B1,Payment A,2025-11-13,Category A,CCY-3,Y,151.47,37.33,35.21,7.74,7.3,1.23,1.16,204.42,192.82,,KSN,192.82,3654,BA3YC8,Basis-001,4.33,1.01,0.21,0.03,5.51
XA,2025-12-11,DOM,FN-395,XAFN-119,PVSKSN,PVS-KSN,9386613315520,,PVS-KSN,Class 1,TYPE-C,,Agent A1,Payment B,2025-11-14,Category D,CCY-4,Y,87.74,29.25,32.94,4.54,5.11,2.0,2.25,109.69,123.54,,PVS,123.54,740,XKWB5O,Basis-003,2.51,0.94,0.15,0.06,3.53
XA,2025-12-11,INT,FN-133,XAFN-117,FUGMFP,FUG-MFP,5257150997683,,FUG-MFP,Class 9,TYPE-B,,Agent A1,Payment C,2025-12-19,Category A,CCY-2,N,182.66,5.32,4.46,18.08,15.15,2.74,2.3,238.66,199.97,,FUG,199.97,2136,01WCNK,Basis-001/BG,5.22,0.13,0.43,0.07,5.71
XA,2025-12-31,INT,FN-394,XAFN-132,YMLKUV,YML-KUV,2450864035533,,YML-KUV,Class 1,TYPE-B,,Agent C2,Payment C,2025-12-17,Category B,CCY-2,N,187.81,32.56,33.84,14.35,14.91,8.34,8.67,219.29,227.89,,YML,227.89,4471,LPA5CG,Basis-001/BG,5.37,0.97,0.43,0.25,6.51
XA,2025-12-24,DOM,FN-394,XAFN-118,KSNFUG,KSN-FUG,2336293449734,,KSN-FUG,Class 3,TYPE-A,,Agent B1,Payment B,2025-11-25,Category B,CCY-2,N,283.24,54.4,45.22,0.96,0.8,4.03,3.35,392.06,325.91,,KSN,325.91,3815,PVPF8R,Basis-002/BG,8.09,1.29,0.02,0.1,9.31
XA,2025-12-13,INT,FN-394,XAFN-118,UBRLNR,UBR-LNR,7468971527323,,UBR-LNR,Class 5,TYPE-A,,Agent C1,Payment C,2025-12-17,Category C,CCY-2,N,47.63,23.71,20.63,11.64,10.13,1.52,1.32,88.56,77.07,,UBR,77.07,3514,778NRX,Basis-003,1.36,0.59,0.29,0.04,2.2
XA,2025-12-25,DOM,FN-133,XAFN-118,DRWKEE,DRW-KEE,5875066337050,Category C,DRW-KEE,Class 2,TYPE-C,,Agent C1,Payment B,2025-12-31,Category B,CCY-4,N,191.41,22.09,19.11,12.64,10.93,10.31,8.92,245.72,212.53,,DRW,212.53,2226,V84A1X,Basis-002/BG,5.47,0.55,0.31,0.25,6.07
XA,2025-12-14,INT,FN-118,XAFN-118,PVSSUQ,PVS-SUQ,8869461195243,,PVS-SUQ,Class 2,TYPE-C,,Agent A1,Payment A,2025-12-23,Category D,CCY-2,Y,89.57,24.04,20.83,3.43,2.97,4.52,3.92,126.34,109.45,,PVS,109.45,993,CZSX0G,Basis-002,2.56,0.6,0.08,0.11,3.13
XA,2025-12-15,DOM,FN-508,XAFN-119,PVSKSN,PVS-KSN,2302346791214,,PVS-KSN,Class 4,TYPE-D,,Agent A1,Payment B,2025-11-05,Category C,CCY-4,Y,76.14,8.24,9.72,4.34,5.12,0.59,0.69,76.56,90.29,,PVS,90.29,4997,IR1AJ8,Basis-003,2.18,0.28,0.15,0.02,2.58
XA,2025-12-31,DOM,FN-118,XAFN-394,FUGYML,FUG-YML,7596555535669,,FUG-YML,Class 9,TYPE-C,,Agent B1,Payment A,2025-11-01,Category D,CCY-1,N,234.29,15.63,15.76,22.98,23.16,4.36,4.4,266.67,268.81,,FUG,268.81,1337,AET81I,Basis-002/BG,6.69,0.45,0.66,0.13,7.68
XA,2025-12-27,INT,FN-132,XAFN-101,UMKTPX,UMK-TPX,5057397691567,,UMK-TPX,Class 4,TYPE-D,,Agent B1,Payment C,2025-11-13,Category B,CCY-1,Y,189.47,27.7,32.77,4.83,5.71,7.9,9.34,184.79,218.61,,UMK,218.61,1247,RD399Q,Basis-002/BG,5.41,0.94,0.16,0.27,6.25
XA,2025-12-31,DOM,FN-105,XAFN-105,JYNNAB,JYN-NAB,6025643471287,,JYN-NAB,Class 9,TYPE-C,,Agent A2,Payment C,2025-12-20,Category A,CCY-2,N,206.02,24.61,21.37,12.22,10.61,2.89,2.51,271.25,235.49,,JYN,235.49,3288,600X28,Basis-002/BG,5.89,0.61,0.3,0.07,6.73
XA,2025-12-24,DOM,FN-508,XAFN-119,YMLQFX,YML-QFX,1952569040983,,YML-QFX,Class 2,TYPE-D,,Agent B1,Payment B,2025-12-22,Category B,CCY-3,Y,354.81,34.18,28.56,18.85,15.75,1.87,1.56,475.75,397.56,,YML,397.56,1073,OTQF74,Basis-002/BG,10.14,0.82,0.45,0.04,11.36
XA,2025-12-27,INT,FN-101,XAFN-508,KSNSUQ,KSN-SUQ,5481497374605,Category C,KSN-SUQ,Class 5,TYPE-B,,Agent C2,Payment A,2025-12-15,Category A,CCY-2,Y,93.75,25.87,29.48,16.54,18.85,3.07,3.5,121.6,138.58,,KSN,138.58,4193,0K36FA,Basis-002/BG,2.68,0.84,0.54,0.1,3.96
XA,2025-12-17,INT,FN-118,XAFN-118,DRWKUV,DRW-KUV,3861259047292,,DRW-KUV,Class 8,TYPE-D,,Agent B1,Payment A,2025-11-14,Category B,CCY-3,Y,99.84,59.8,57.19,14.16,13.54,3.95,3.78,174.39,166.79,,DRW,166.79,274,N4D24N,Basis-002/BG,2.85,1.63,0.39,0.11,4.77
XA,2025-12-17,DOM,FN-132,XAFN-508,KEEFUG,KEE-FUG,6263013674926,,KEE-FUG,Class 6,TYPE-D,,Agent C2,Payment B,2025-11-18,Category D,CCY-4,N,105.0,48.1,39.49,18.1,14.86,1.14,0.94,192.95,158.41,,KEE,158.41,295,ECRYSA,Basis-003,3.0,1.13,0.42,0.03,4.53
XA,2025-12-23,INT,FN-133,XAFN-118,QFXMFP,QFX-MFP,9215182606888,,QFX-MFP,Class 2,TYPE-A,,Agent C1,Payment C,2025-12-05,Category A,CCY-2,Y,199.74,5.38,6.45,5.3,6.36,3.19,3.83,173.94,208.72,,QFX,208.72,1161,GVGT2E,Basis-001/BG,5.71,0.18,0.18,0.11,5.96
XA,2025-12-04,DOM,FN-395,XAFN-118,NABKSN,NAB-KSN,5826034084872,,NAB-KSN,Class 2,TYPE-C,,Agent C1,Payment B,2025-12-09,Category B,CCY-3,Y,130.2,35.48,28.88,16.09,13.1,6.81,5.54,204.72,166.64,,NAB,166.64,566,IGK38V,Basis-001/BG,3.72,0.83,0.37,0.16,4.76
XA,2025-12-21,INT,FN-117,XAFN-133,QFXGNP,QFX-GNP,7146283143598,Category C,QFX-GNP,Class 7,TYPE-D,,Agent A2,Payment B,2025-12-21,Category D,CCY-1,N,164.22,11.03,9.97,13.16,11.9,4.99,4.51,200.8,181.58,,QFX,181.58,412,8IJTYO,Basis-002,4.69,0.28,0.34,0.13,5.19
XA,2025-12-01,DOM,FN-105,XAFN-133,JKSUBR,JKS-UBR,3611284971859,Category D,JKS-UBR,Class 5,TYPE-C,,Agent C1,Payment A,2025-12-28,Category A,CCY-2,Y,198.85,43.13,38.4,17.3,15.4,9.7,8.64,274.07,244.01,,JKS,244.01,2805,8OM08T,Basis-003,5.68,1.1,0.44,0.25,6.97
XA,2025-12-05,INT,FN-117,XAFN-117,JYNSUQ,JYN-SUQ,6940539672757,Category D,JYN-SUQ,Class 3,TYPE-C,,Agent B2,Payment C,2025-12-31,Category B,CCY-3,N,216.71,36.69,36.89,9.6,9.65,0.1,0.1,261.73,263.15,,JYN,263.15,912,8OLDC0,Basis-001,6.19,1.05,0.28,0.0,7.52
XA,2025-12-28,DOM,FN-101,XAFN-133,TDXKEE,TDX-KEE,8277881609306,Category D,TDX-KEE,Class 2,TYPE-B,,Agent C2,Payment C,2025-12-31,Category A,CCY-3,N,17.12,36.54,36.44,11.07,11.04,0.47,0.47,64.31,64.13,,TDX,64.13,1580,Y5SIC4,Basis-003,0.49,1.04,0.32,0.01,1.83
XA,2025-12-11,INT,FN-119,XAFN-395,KEETPX,KEE-TPX,1447443096348,,KEE-TPX,Class 8,TYPE-D,,Agent C1,Payment B,2025-11-04,Category C,CCY-4,Y,171.73,9.13,10.85,3.86,4.59,1.23,1.46,156.34,185.71,,KEE,185.71,3971,LMA6GM,Basis-001,4.91,0.31,0.13,0.04,5.31
XA,2025-12-01,INT,FN-117,XAFN-118,JYNVQR,JYN-VQR,3765456284177,Category C,JYN-VQR,Class 2,TYPE-B,,Agent B1,Payment C,2025-11-28,Category A,CCY-2,N,234.25,25.24,29.41,11.51,13.41,4.13,4.81,233.65,272.26,,JYN,272.26,1825,DKEPLB,Basis-001/BG,6.69,0.84,0.38,0.14,7.78
XA,2025-12-22,INT,FN-117,XAFN-132,NABMBT,NAB-MBT,6862110225803,,NAB-MBT,Class 2,TYPE-C,,Agent B2,Payment C,2025-12-18,Category A,CCY-4,N,152.27,30.5,30.45,14.72,14.69,3.73,3.72,194.03,193.69,,NAB,193.69,4133,KR1IFS,Basis-001/BG,4.35,0.87,0.42,0.11,5.53
XA,2025-12-16,INT,FN-105,XAFN-395,KLCLNR,KLC-LNR,9239231260432,,KLC-LNR,Class 5,TYPE-A,,Agent C1,Payment A,2025-11-06,Category A,CCY-2,N,108.72,32.36,31.44,7.91,7.69,3.73,3.62,148.44,144.23,,KLC,144.23,3536,SZ9HPC,Basis-002/BG,3.11,0.9,0.22,0.1,4.12
XA,2025-12-14,DOM,FN-119,XAFN-132,QFXFUG,QFX-FUG,0200053474916,Category C,QFX-FUG,Class 5,TYPE-C,,Agent B2,Payment B,2025-11-22,Category C,CCY-3,Y,115.24,26.97,25.36,11.81,11.11,1.72,1.62,159.6,150.09,,QFX,150.09,993,YY1EM3,Basis-003,3.29,0.72,0.32,0.05,4.29
XA,2025-12-04,INT,FN-117,XAFN-508,YMLKUV,YML-KUV,1093371189547,Category C,YML-KUV,Class 5,TYPE-B,,Agent A1,Payment A,2025-11-13,Category D,CCY-2,N,111.7,58.5,48.84,6.62,5.53,3.9,3.26,195.01,162.81,,YML,162.81,4790,96QZ6C,Basis-002/BG,3.19,1.4,0.16,0.09,4.65
XA,2025-12-02,DOM,FN-119,XAFN-133,KSNTDX,KSN-TDX,7881278686694,Category C,KSN-TDX,Class 5,TYPE-B,,Agent A1,Payment A,2025-12-07,Category B,CCY-2,Y,135.05,19.79,23.4,14.57,17.23,1.66,1.96,146.93,173.72,,KSN,173.72,4400,QZSKHZ,Basis-003,3.86,0.67,0.49,0.06,4.96
XA,2025-12-31,DOM,FN-118,XAFN-117,KSNYML,KSN-YML,4033810595518,Category D,KSN-YML,Class 1,TYPE-B,,Agent B2,Payment C,2025-11-19,Category C,CCY-2,Y,165.72,43.07,45.48,2.43,2.57,2.29,2.42,200.17,211.35,,KSN,211.35,285,3H8G8T,Basis-003,4.73,1.3,0.07,0.07,6.04
XA,2025-12-18,DOM,FN-119,XAFN-394,PVSUBR,PVS-UBR,3543962736527,,PVS-UBR,Class 7,TYPE-D,,Agent A2,Payment B,2025-11-12,Category B,CCY-3,Y,171.36,41.13,43.34,9.88,10.41,7.07,7.45,206.56,217.66,,PVS,217.66,4866,R0XAFG,Basis-002/BG,4.9,1.24,0.3,0.21,6.22
XA,2025-12-13,DOM,FN-105,XAFN-395,FUGKSN,FUG-KSN,2091660100231,Category D,FUG-KSN,Class 2,TYPE-B,,Agent C2,Payment C,2025-11-01,Category A,CCY-4,Y,235.24,19.11,22.24,14.65,17.05,2.47,2.88,233.45,271.65,,FUG,271.65,4643,0MZHRU,Basis-002/BG,6.72,0.64,0.49,0.08,7.76
XA,2025-12-09,DOM,FN-395,XAFN-105,QFXJKS,QFX-JKS,0018418620303,,QFX-JKS,Class 8,TYPE-D,,Agent A2,Payment B,2025-12-12,Category C,CCY-2,Y,333.91,24.14,24.56,7.64,7.77,4.0,4.07,355.97,362.17,,QFX,362.17,3351,YZ6R9I,Basis-002,9.54,0.7,0.22,0.12,10.35
XA,2025-12-03,INT,FN-101,XAFN-508,FUGSUQ,FUG-SUQ,2268592624945,,FUG-SUQ,Class 6,TYPE-C,,Agent B2,Payment C,2025-11-24,Category C,CCY-1,Y,266.27,45.89,53.69,6.32,7.39,4.1,4.8,275.71,322.55,,FUG,322.55,217,592FFQ,Basis-002/BG,7.61,1.53,0.21,0.14,9.22
XA,2025-12-05,DOM,FN-117,XAFN-133,FUGTDX,FUG-TDX,5576769523668,,FUG-TDX,Class 7,TYPE-D,,Agent C1,Payment C,2025-12-23,Category B,CCY-3,N,116.39,27.73,25.77,3.53,3.28,0.9,0.84,155.61,144.6,,FUG,144.6,884,UPUY0Z,Basis-001/BG,3.33,0.74,0.09,0.02,4.13
XA,2025-12-30,INT,FN-105,XAFN-101,KEEVQR,KEE-VQR,5524728633302,,KEE-VQR,Class 1,TYPE-B,,Agent B2,Payment C,2025-11-02,Category D,CCY-3,N,76.51,12.63,14.94,5.21,6.16,1.81,2.14,80.7,95.47,,KEE,95.47,643,ZXC45B,Basis-002,2.19,0.43,0.18,0.06,2.73
XA,2025-12-05,DOM,FN-117,XAFN-394,FUGYML,FUG-YML,2847657041200,Category C,FUG-YML,Class 2,TYPE-B,,Agent A1,Payment B,2025-12-24,Category D,CCY-1,N,147.23,29.77,33.51,15.77,17.75,3.72,4.19,172.64,194.3,,FUG,194.3,4739,ZJULI7,Basis-002,4.21,0.96,0.51,0.12,5.55
XA,2025-12-13,DOM,FN-117,XAFN-395,UMKDRW,UMK-DRW,9177566205634,,UMK-DRW,Class 3,TYPE-A,,Agent A1,Payment B,2025-12-09,Category C,CCY-2,Y,70.13,54.43,44.76,10.86,8.93,1.7,1.4,148.86,122.42,,UMK,122.42,2162,KTCV1L,Basis-003,2.0,1.28,0.26,0.04,3.5
XA,2025-12-02,DOM,FN-508,XAFN-394,NABKEE,NAB-KEE,0051405468356,Category D,NAB-KEE,Class 4,TYPE-B,,Agent C2,Payment C,2025-11-07,Category C,CCY-3,N,146.04,39.03,40.12,4.27,4.39,0.6,0.62,184.75,189.93,,NAB,189.93,4325,D3FVNV,Basis-001,4.17,1.15,0.13,0.02,5.43
XA,2025-12-23,INT,FN-119,XAFN-119,KSNGNP,KSN-GNP,2288985725459,,KSN-GNP,Class 8,TYPE-A,,Agent C2,Payment C,2025-11-25,Category B,CCY-1,Y,180.59,38.81,32.5,14.88,12.46,9.54,7.99,259.83,217.56,,KSN,217.56,814,8U9DA1,Basis-002,5.16,0.93,0.36,0.23,6.22
